Analysis no.,Stat. pos.,Eruption,controlcode_old,controlcode,Epoch,Analysis label,Date of analysis,NA2O,MGO,AL2O3,SIO2,K2O,CAO,TIO2,MNO,FEO,P2O5,Cl,F,Total
876,32,Fondi di Baia,11,2,two,CF88b_1,011209,5.69,0.32,17.38,58.97,5.96,2.12,0.48,0.28,3.95,714,10535,3911,96.66
877,32,Fondi di Baia,11,2,two,CF88b_2,011209,5.64,0.31,18.04,59.07,6.44,2.01,0.45,0.26,3.56,468,9826,3265,97.13
878,32,Fondi di Baia,11,2,two,CF88b_3,011209,5.83,0.31,17.37,59.73,6.51,1.94,0.49,0.23,3.82,709,10313,2813,97.60
879,32,Fondi di Baia,11,2,two,CF88b_4,011209,5.93,0.32,17.59,60.16,6.36,1.99,0.44,0.16,3.83,747,10549,3089,98.21
880,32,Fondi di Baia,11,2,two,CF88b_5,011209,5.84,0.34,17.36,60.79,6.80,1.95,0.51,0.23,3.85,235,9935,2483,98.93
881,32,Fondi di Baia,11,2,two,CF88b_6,011209,4.62,0.21,17.58,60.74,7.99,1.99,0.46,0.15,3.30,434,7281,3194,98.13
882,32,Fondi di Baia,11,2,two,CF88b_9,011209,4.58,0.29,17.17,60.07,6.84,2.36,0.42,0.14,3.59,1313,7375,1829,96.52
883,32,Fondi di Baia,11,2,two,cf88g_12,230110,6.17,0.27,17.75,60.41,6.82,1.81,0.44,0.24,3.58,303,8749,,98.39
884,32,Fondi di Baia,11,2,two,cf88g_13,230110,6.14,0.31,17.14,58.98,6.27,1.82,0.43,0.20,3.73,376,10018,,96.05
885,32,Fondi di Baia,11,2,two,cf88g_14,230110,6.30,0.33,17.19,59.56,6.51,1.83,0.42,0.29,3.79,585,10303,,97.29
886,32,Fondi di Baia,11,2,two,cf88g_15,230110,6.21,0.30,16.87,58.35,6.54,1.78,0.40,0.28,3.81,339,9595,,95.52
887,32,Fondi di Baia,11,2,two,cf88g_16,230110,6.29,0.31,17.42,60.24,6.57,1.74,0.45,0.39,3.86,793,10045,,98.36
888,32,Fondi di Baia,11,2,two,cf88g_17,230110,6.64,0.26,17.52,60.57,6.44,1.63,0.39,0.22,3.87,568,10219,,98.63
889,32,Fondi di Baia,11,2,two,cf88g_18,230110,5.89,0.30,16.63,57.72,6.18,1.71,0.39,0.24,3.70,340,10127,,93.81
890,32,Fondi di Baia,11,2,two,cf88g_19,230110,5.68,0.20,17.70,61.06,6.88,1.97,0.39,0.20,2.93,283,7566,,97.79
891,32,Fondi di Baia,11,2,two,cf88g_20,230110,5.62,0.20,18.00,61.63,6.41,2.25,0.38,0.20,2.64,281,7063,,98.07
892,32,Fondi di Baia,11,2,two,cf88w_10,230110,5.37,0.21,16.84,57.89,6.84,1.91,0.39,0.17,2.87,600,11259,,93.67
893,32,Fondi di Baia,11,2,two,cf88w_2,230110,5.61,0.26,17.06,58.23,6.65,1.94,0.45,0.21,3.36,568,10290,,94.87
894,32,Fondi di Baia,11,2,two,cf88w_3,230110,5.31,0.26,16.88,59.75,6.84,2.00,0.49,0.23,3.36,555,8731,,96.05
895,32,Fondi di Baia,11,2,two,cf88w_4,230110,5.47,0.22,17.66,61.24,7.74,1.86,0.45,0.17,3.23,303,7982,,98.85
896,32,Fondi di Baia,11,2,two,cf88w_6,230110,5.83,0.29,17.25,59.92,6.99,1.85,0.41,0.16,3.59,378,9678,,97.30
897,32,Fondi di Baia,11,2,two,cf88w_7,230110,5.57,0.27,17.51,59.76,7.11,1.89,0.45,0.20,2.58,401,8114,,96.20
898,32,Fondi di Baia,11,2,two,cf88w_8,230110,5.26,0.24,18.06,60.86,7.30,1.95,0.42,0.22,2.61,720,8719,,97.87
899,32,Fondi di Baia,11,2,two,cf88w_9,230110,6.03,0.27,17.42,59.23,6.74,1.91,0.45,0.21,2.92,98,9720,,96.16
900,32,Fondi di Baia,11,2,two,CF88_w_1,281109,5.66,0.25,17.15,59.65,6.28,1.94,0.39,0.23,3.27,302,8864,2086,95.95
901,32,Fondi di Baia,11,2,two,CF88_w_10,281109,6.10,0.22,16.89,60.11,6.90,1.98,0.42,0.20,2.90,587,9024,1058,96.80
902,32,Fondi di Baia,11,2,two,CF88_w_11,281109,5.31,0.25,16.67,60.02,6.75,1.99,0.41,0.16,2.83,274,8904,2556,95.56
903,32,Fondi di Baia,11,2,two,CF88_w_12,281109,5.36,0.20,16.34,59.69,7.09,1.99,0.37,0.23,2.67,327,7135,2220,94.92
904,32,Fondi di Baia,11,2,two,CF88_w_2,281109,5.87,0.16,17.71,61.71,6.62,2.32,0.35,0.17,2.37,428,5971,1208,98.04
905,32,Fondi di Baia,11,2,two,CF88_w_5,281109,5.18,0.27,17.16,59.87,6.62,1.98,0.47,0.23,3.45,517,9401,3338,96.54
906,32,Fondi di Baia,11,2,two,CF88_w_6,281109,5.65,0.26,16.79,59.52,6.65,1.98,0.43,0.14,2.99,80,9108,2038,95.53
907,32,Fondi di Baia,11,2,two,CF88_w_9,281109,5.52,0.25,16.44,59.23,6.64,1.97,0.36,0.20,3.05,448,8765,2791,94.86
908,32,Fondi di Baia,11,2,two,cf85_1,150809,4.58,0.22,17.73,60.05,6.60,1.77,0.34,0.13,3.11,,,,94.53
909,32,Fondi di Baia,11,2,two,cf85_2,150809,4.94,0.20,17.61,61.40,6.99,1.89,0.37,0.22,3.00,,,,96.62
910,32,Fondi di Baia,11,2,two,cf85_4,150809,5.24,0.25,17.48,60.13,6.87,1.93,0.36,0.15,2.99,,,,95.41
911,32,Fondi di Baia,11,2,two,cf85_5,150809,4.38,0.18,16.95,60.21,6.84,1.84,0.43,0.24,3.23,,,,94.31
912,32,Fondi di Baia,11,2,two,cf85_6,150809,5.58,0.22,18.38,62.34,7.30,1.92,0.40,0.15,3.19,,,,99.46
913,32,Fondi di Baia,11,2,two,cf85_7,150809,5.86,0.23,18.13,62.16,7.23,1.81,0.38,0.28,3.20,,,,99.28
914,32,Fondi di Baia,11,2,two,cf85_8,150809,5.30,0.17,18.47,61.15,6.89,1.79,0.35,0.12,2.97,,,,97.20
915,32,Fondi di Baia,11,2,two,VF?5-6-20,300509,4.69,0.33,17.31,57.52,7.35,1.59,0.33,0.15,2.78,,,,92.07
916,32,Fondi di Baia,11,2,two,VF?5-6-19,300509,5.74,0.25,17.59,60.43,6.86,1.78,0.37,0.25,3.15,,,,96.41
917,32,Fondi di Baia,11,2,two,VF?5-6-18,300509,5.94,0.26,17.36,58.85,6.96,1.77,0.37,0.18,3.20,,,,94.91
918,32,Fondi di Baia,11,2,two,VF?5-6-17,300509,5.99,0.26,17.06,58.99,6.69,1.76,0.41,0.27,3.39,,,,94.83
919,32,Fondi di Baia,11,2,two,VF?5-6-15,300509,5.81,0.18,17.56,59.22,6.99,1.80,0.34,0.22,2.99,,,,95.12
920,32,Fondi di Baia,11,2,two,VF?5-6-13,300509,5.58,0.20,16.77,57.46,6.63,1.75,0.36,0.22,2.92,,,,91.90
921,32,Fondi di Baia,11,2,two,VF?5-6-12,300509,5.66,0.22,17.27,59.54,7.04,1.83,0.36,0.21,3.02,,,,95.15
922,32,Fondi di Baia,11,2,two,VF?5-6-11,300509,5.60,0.23,17.64,60.24,7.08,1.84,0.33,0.16,2.93,,,,96.06
923,32,Fondi di Baia,11,2,two,VF?5-6-10,300509,5.70,0.28,17.83,60.36,6.93,1.79,0.36,0.15,3.08,,,,96.47
924,32,Fondi di Baia,11,2,two,VF?5-6-9,300509,5.94,0.24,16.66,57.84,6.53,1.64,0.36,0.14,3.32,,,,92.67
925,32,Fondi di Baia,11,2,two,VF?5-6-7,300509,5.77,0.22,17.88,60.54,7.15,1.78,0.38,0.22,3.26,,,,97.22
926,32,Fondi di Baia,11,2,two,VF?5-6-5,300509,5.52,0.22,17.39,59.09,6.86,1.79,0.33,0.16,3.14,,,,94.51
927,32,Fondi di Baia,11,2,two,VF?5-6-4,300509,5.56,0.22,17.55,59.27,6.92,1.72,0.35,0.20,3.07,,,,94.87
928,32,Fondi di Baia,11,2,two,VF?5-6-3,300509,5.97,0.24,17.48,59.44,6.86,1.83,0.36,0.24,3.15,,,,95.58
929,32,Fondi di Baia,11,2,two,VF?5-6-1,300509,4.84,0.24,17.05,58.15,6.87,1.76,0.30,0.23,2.90,,,,92.35
930,31,Bacoli,0,2,two,cf93_3,210110,3.38,0.55,17.99,55.51,9.48,2.81,0.40,0.15,3.29,1170,6937,,94.36
931,31,Bacoli,0,2,two,cf93_5,210110,3.32,0.60,18.41,55.76,9.58,2.82,0.47,0.14,3.29,1248,7366,,95.26
932,31,Bacoli,0,2,two,cf93_13,210110,5.04,0.31,18.07,57.74,7.91,1.99,0.40,0.17,2.75,164,8873,,95.28
933,31,Bacoli,0,2,two,cf93_4,210110,5.34,0.28,17.94,57.81,7.78,2.00,0.43,0.16,3.04,326,8533,,95.66
934,31,Bacoli,0,2,two,cf93_12,210110,5.05,0.27,18.11,58.46,7.75,1.95,0.43,0.19,2.78,331,8471,,95.87
935,31,Bacoli,0,2,two,cf93_14,210110,4.59,0.41,18.08,58.06,7.92,1.87,0.49,0.19,3.61,316,7926,,96.05
936,31,Bacoli,0,2,two,cf93_11,210110,3.85,0.55,18.40,57.01,9.37,2.82,0.41,0.10,3.49,978,6247,,96.73
937,31,Bacoli,0,2,two,cf93_2,210110,4.56,0.28,18.51,59.11,8.03,2.42,0.41,0.14,2.80,228,6625,,96.96
938,31,Bacoli,0,2,two,cf93_9,210110,3.82,0.58,18.79,57.50,9.61,2.79,0.43,0.16,3.53,1109,6515,,97.98
939,31,Bacoli,0,2,two,cf93_15,210110,3.91,0.51,18.67,58.10,9.82,2.70,0.46,0.12,3.51,992,7484,,98.65
940,31,Bacoli,0,2,two,cf93_8,210110,3.59,0.58,18.98,58.14,9.93,2.87,0.41,0.19,3.69,1178,6715,,99.16
941,31,Bacoli,0,2,two,cf93_7,210110,3.90,0.55,18.93,58.83,9.78,2.98,0.46,0.13,3.55,1249,7152,,99.95
942,31,Bacoli,0,2,two,cf93_10,210110,5.20,0.34,19.14,60.12,8.54,2.40,0.45,0.24,3.05,775,7802,,100.33
943,30,Casale,0,3,one,cf112_8,190110,3.61,0.64,17.22,58.51,8.61,2.59,0.38,0.08,3.53,1478,6953,,96.00
944,30,Casale,0,3,one,cf112_9,190110,3.81,0.64,17.50,58.92,8.66,2.53,0.39,0.15,3.60,1402,6660,,97.01
945,30,Casale,0,3,one,cf112_13,190110,3.70,0.66,17.59,58.89,8.76,2.64,0.42,0.16,3.48,1017,7134,,97.12
946,30,Casale,0,3,one,cf112_14,190110,3.80,0.60,17.73,59.53,8.75,2.50,0.38,0.10,3.20,1440,6921,,97.43
947,30,Casale,0,3,one,cf112_2,190110,3.72,0.64,17.74,60.11,8.63,2.57,0.41,0.15,3.61,1589,6952,,98.43
948,30,Casale,0,3,one,cf112_1,190110,3.91,0.70,17.88,59.95,8.80,2.51,0.38,0.16,3.90,1310,6958,,99.02
949,30,Casale,0,3,one,cf112_10,190110,4.18,0.63,17.82,60.26,8.97,2.54,0.40,0.13,3.40,1447,6748,,99.13
950,30,Casale,0,3,one,cf112_5,190110,3.76,0.65,17.90,60.54,9.00,2.65,0.36,0.07,3.68,1236,6579,,99.40
951,30,Casale,0,3,one,cf112_4,190110,3.69,0.63,18.29,60.43,8.84,2.67,0.41,0.07,3.62,1272,6571,,99.42
952,30,Casale,0,3,one,cf112_11,190110,3.90,0.63,18.14,60.19,8.98,2.62,0.44,0.16,3.58,1102,6891,,99.43
953,30,Casale,0,3,one,cf112_3,190110,4.06,0.68,18.04,60.48,8.85,2.61,0.38,0.17,3.62,1353,7274,,99.77
954,30,Casale,0,3,one,cf112_12,190110,4.03,0.72,18.11,60.60,8.70,2.64,0.41,0.16,3.64,998,7270,,99.83
955,30,Casale,0,3,one,cf112_7,190110,4.21,0.89,17.85,60.04,8.65,2.68,0.47,0.10,4.16,1713,6219,,99.84
956,29,Pisani 3,0,3,one,CF28_1,130809,3.42,1.25,17.97,57.47,8.28,3.44,0.61,0.08,4.77,,,,97.30
957,29,Pisani 3,0,3,one,CF28_2,130809,3.48,1.24,18.27,57.90,8.33,3.46,0.62,0.14,4.86,,,,98.29
958,29,Pisani 3,0,3,one,CF28_3,130809,3.42,1.38,18.17,57.16,8.28,3.80,0.69,0.12,5.07,,,,98.09
959,29,Pisani 3,0,3,one,CF28_5,130809,3.26,1.62,18.47,56.06,8.09,3.88,0.66,0.22,5.56,,,,97.83
960,29,Pisani 3,0,3,one,CF28_6,130809,3.61,1.18,18.55,57.03,8.59,3.34,0.61,0.14,5.23,,,,98.26
961,29,Pisani 3,0,3,one,CF28_7,130809,3.21,1.35,18.33,56.39,8.23,3.79,0.73,0.11,5.28,,,,97.42
962,29,Pisani 3,0,3,one,CF28_8,130809,2.90,1.43,18.44,55.53,8.23,3.87,0.60,0.17,5.36,,,,96.53
963,29,Pisani 3,0,3,one,vf28-2,240709,3.12,1.18,17.74,57.53,8.23,3.13,0.52,0.10,4.54,,,,96.08
964,29,Pisani 3,0,3,one,vf28-3,240709,3.40,1.45,17.95,56.77,7.94,3.82,0.68,0.16,4.89,,,,97.06
965,29,Pisani 3,0,3,one,vf28-4,240709,3.50,1.22,17.98,57.17,8.22,3.36,0.69,0.15,4.86,,,,97.15
966,29,Pisani 3,0,3,one,vf28-5,240709,3.66,1.20,17.96,58.02,8.36,3.38,0.55,0.16,5.05,,,,98.33
967,29,Pisani 3,0,3,one,vf28-6,240709,3.48,1.21,18.06,57.71,8.46,3.28,0.57,0.14,4.73,,,,97.63
968,29,Pisani 3,0,3,one,vf28-7,240709,3.60,1.25,17.96,57.87,8.47,3.31,0.55,0.15,4.62,,,,97.77
969,29,Pisani 3,0,3,one,vf28-9,240709,3.17,1.27,17.94,57.95,8.41,3.38,0.57,0.17,4.65,,,,97.51
970,29,Pisani 3,0,3,one,vf28-10,240709,3.78,1.26,18.62,57.92,8.25,3.44,0.62,0.20,4.78,,,,98.87
971,29,Pisani 3,0,3,one,vf28-11,240709,3.37,1.28,18.02,56.91,8.32,3.40,0.57,0.13,4.81,,,,96.82
972,29,Pisani 3,0,3,one,vf28-12,240709,3.51,1.21,18.43,57.79,8.40,3.34,0.57,0.09,4.57,,,,97.91
973,29,Pisani 3,0,3,one,vf28-13,240709,3.67,1.12,18.56,58.77,8.24,3.53,0.53,0.16,4.47,,,,99.04
974,29,Pisani 3,0,3,one,vf28-14,240709,3.40,0.98,17.32,54.97,7.89,3.28,0.40,0.07,4.20,,,,92.51
975,29,Pisani 3,0,3,one,vf28-15,240709,3.62,1.18,18.27,57.80,8.55,3.23,0.57,0.14,4.62,,,,97.97
976,29,Pisani 3,0,3,one,vf28-16,240709,3.19,1.72,18.20,56.41,7.96,4.33,0.69,0.12,5.42,,,,98.04
977,29,Pisani 3,0,3,one,vf28-17,240709,3.37,1.17,18.36,57.81,8.31,3.50,0.61,0.09,4.61,,,,97.83
978,29,Pisani 3,0,3,one,vf28-18,240709,3.60,1.13,18.19,57.96,8.74,3.09,0.57,0.18,4.65,,,,98.09
979,29,Pisani 3,0,3,one,vf28-19,240709,3.59,1.15,17.94,58.16,8.44,3.09,0.56,0.15,4.36,,,,97.44
980,29,Pisani 3,0,3,one,vf28-20,240709,3.62,1.11,18.14,58.49,8.57,3.03,0.51,0.10,4.39,,,,97.95
981,29,Pisani 3,0,3,one,vf28-21,240709,3.34,1.17,18.01,57.60,8.31,3.18,0.52,0.17,4.56,,,,96.87
982,29,Pisani 3,0,3,one,vf28-22,240709,3.45,1.26,18.12,57.46,8.25,3.47,0.64,0.14,4.85,,,,97.65
983,29,Pisani 3,0,3,one,vf28-23,240709,3.25,1.64,18.34,56.35,7.52,4.43,0.70,0.16,5.73,,,,98.12
984,29,Pisani 3,0,3,one,cf28_1,301009,3.57,1.19,18.10,57.09,8.41,3.37,0.60,0.15,4.81,2755,6165,0,98.18
985,29,Pisani 3,0,3,one,cf28_2,301009,3.55,1.17,17.95,57.33,8.46,3.32,0.63,0.16,4.62,2788,6210,1381,98.23
986,29,Pisani 3,0,3,one,cf28_3,301009,3.33,1.28,18.16,57.10,8.50,3.36,0.60,0.14,4.99,3047,6283,1416,98.53
987,29,Pisani 3,0,3,one,cf28_4,301009,3.56,1.19,18.53,56.67,8.56,3.33,0.66,0.10,4.82,3075,5888,2641,98.58
988,29,Pisani 3,0,3,one,cf28_5,301009,3.51,1.11,18.24,57.07,8.72,3.32,0.54,0.11,4.36,3243,6216,1697,98.09
989,29,Pisani 3,0,3,one,cf28_7,301009,3.53,1.31,18.08,56.84,8.45,3.44,0.59,0.13,5.06,3255,6034,0,98.36
990,29,Pisani 3,0,3,one,cf28_9,301009,3.43,1.53,17.86,56.56,8.15,4.08,0.75,0.12,5.34,3872,5992,231,98.82
991,29,Pisani 3,0,3,one,cf28_10,301009,3.44,1.42,18.15,56.73,8.38,3.71,0.64,0.20,4.95,3456,5803,324,98.58
992,29,Pisani 3,0,3,one,cf28_11,301009,3.55,1.37,18.29,56.19,8.32,3.70,0.69,0.20,5.25,3304,5780,877,98.56
993,29,Pisani 3,0,3,one,cf28_12,301009,3.42,1.06,18.22,58.14,8.57,3.06,0.51,0.11,4.45,2557,6021,482,98.44
994,29,Pisani 3,0,3,one,cf28_13,301009,3.68,1.11,18.15,57.36,8.61,3.24,0.58,0.12,4.59,3393,6229,1376,98.54
995,29,Pisani 3,0,3,one,cf28_14,301009,3.21,1.65,18.12,55.29,7.69,4.41,0.69,0.08,5.56,4030,5493,0,97.66
996,29,Pisani 3,0,3,one,cf28_15,301009,3.11,1.82,18.06,54.67,7.50,4.83,0.72,0.20,5.94,4665,5957,848,98.00
997,29,Pisani 3,0,3,one,cf28_16,301009,3.41,1.25,18.27,57.17,8.57,3.38,0.63,0.16,4.75,2260,5932,2917,98.70
998,27,M Spaccata,0,3,one,cf98_5,210110,3.21,1.44,17.94,56.30,8.27,3.68,0.61,0.07,4.80,3063,5431,,97.18
999,27,M Spaccata,0,3,one,cf98_8,210110,3.01,1.71,18.13,54.49,8.10,4.40,0.70,0.16,5.56,4197,6223,,97.30
1000,27,M Spaccata,0,3,one,cf98_3,210110,3.09,1.53,18.06,55.86,8.42,3.94,0.68,0.16,4.97,4401,5272,,97.68
1001,27,M Spaccata,0,3,one,cf98_14,210110,3.01,2.03,17.86,54.86,7.81,4.72,0.76,0.14,6.03,4426,5429,,98.21
1002,27,M Spaccata,0,3,one,cf98_11,210110,2.99,1.89,18.01,55.21,7.77,4.70,0.75,0.15,5.96,4680,5437,,98.45
1003,27,M Spaccata,0,3,one,cf98_6,210110,3.05,1.85,18.04,55.53,7.80,4.69,0.79,0.15,5.56,4633,5257,,98.46
1004,27,M Spaccata,0,3,one,cf98_13,210110,3.21,1.83,18.16,55.28,7.33,4.95,0.79,0.13,5.98,4332,5469,,98.64
1005,27,M Spaccata,0,3,one,cf98_7,210110,3.18,1.79,18.11,55.51,7.83,4.70,0.76,0.14,5.73,4366,5282,,98.73
1006,27,M Spaccata,0,3,one,cf98_4,210110,3.03,1.56,18.32,56.33,8.21,4.07,0.65,0.14,5.54,3672,5129,,98.73
1007,27,M Spaccata,0,3,one,cf98_12,210110,3.06,1.59,18.08,56.39,8.21,4.08,0.69,0.16,5.60,3797,5612,,98.81
1008,27,M Spaccata,0,3,one,cf98_2,210110,3.10,1.85,18.13,55.16,7.97,4.73,0.82,0.08,6.07,4214,5589,,98.89
1009,27,M Spaccata,0,3,one,cf98_10,210110,3.28,1.83,18.08,55.97,7.98,4.54,0.75,0.16,5.57,4136,5721,,99.15
1010,27,M Spaccata,0,3,one,cf98_9,210110,2.98,1.45,18.40,57.54,8.63,3.80,0.62,0.22,5.22,3380,5355,,99.74
1011,24,Pisani 2,12,3,one,16_21,180609,2.88,2.61,17.34,53.52,7.31,6.16,0.83,0.14,6.83,6345,5350,382,98.84
1012,24,Pisani 2,12,3,one,16_20,180609,2.86,2.51,17.36,53.48,7.08,6.06,0.85,0.10,6.88,6554,5580,142,98.40
1013,24,Pisani 2,12,3,one,16_19,180609,2.80,2.55,17.23,53.73,7.27,6.05,0.81,0.12,6.69,6952,5693,1815,98.69
1014,24,Pisani 2,12,3,one,16_18,180609,2.99,2.69,17.46,53.63,7.29,5.93,0.89,0.18,6.66,6464,5103,1974,99.06
1015,24,Pisani 2,12,3,one,16_17,180609,2.78,2.46,17.29,53.37,7.25,5.97,0.84,0.17,6.94,6253,5409,899,98.33
1016,24,Pisani 2,12,3,one,16_16,180609,3.50,1.10,17.62,57.85,8.77,3.01,0.58,0.16,4.53,2584,6355,1438,98.17
1017,24,Pisani 2,12,3,one,16_14,180609,3.11,2.35,17.52,53.75,7.33,5.70,0.82,0.11,6.61,6075,5455,1101,98.58
1018,24,Pisani 2,12,3,one,16_13,180609,3.01,2.58,17.22,53.21,7.12,6.05,0.82,0.12,6.74,6488,5541,1816,98.25
1019,24,Pisani 2,12,3,one,16_12,180609,2.85,2.32,17.58,53.83,7.46,5.48,0.85,0.16,6.22,5975,5408,318,97.91
1020,24,Pisani 2,12,3,one,16_11,180609,2.77,2.55,17.45,53.31,7.41,6.02,0.95,0.12,6.99,6124,5333,1315,98.84
1021,24,Pisani 2,12,3,one,16_10,180609,3.10,2.45,17.41,53.49,7.49,6.01,0.84,0.04,6.49,6283,5392,854,98.58
1022,24,Pisani 2,12,3,one,16_9,180609,2.77,2.55,17.44,53.30,7.11,5.97,0.78,0.12,6.71,6570,5543,177,97.98
1023,24,Pisani 2,12,3,one,16_8,180609,3.26,2.16,17.32,54.57,7.00,5.55,0.79,0.20,6.29,5624,6256,937,98.41
1024,24,Pisani 2,12,3,one,16_7,180609,2.69,2.51,17.23,53.21,7.38,5.79,0.94,0.09,6.48,5822,5534,1108,97.58
1025,24,Pisani 2,12,3,one,16_6,180609,3.35,1.46,18.08,55.79,8.04,4.21,0.69,0.12,5.16,3695,5975,563,97.91
1026,24,Pisani 2,12,3,one,16_5,180609,2.77,2.44,17.70,53.48,7.27,6.00,0.85,0.11,6.71,6590,5235,1110,98.63
1027,24,Pisani 2,12,3,one,16_4,180609,3.36,1.36,18.01,57.48,8.57,3.73,0.62,0.11,5.23,3897,6203,809,99.58
1028,24,Pisani 2,12,3,one,16_3,180609,3.45,1.40,18.05,56.75,8.56,3.82,0.70,0.17,5.39,3721,6284,303,99.33
1029,24,Pisani 2,12,3,one,16_2,180609,2.87,2.64,17.20,53.47,7.18,6.21,0.89,0.10,6.88,6412,6125,827,98.78
1030,24,Pisani 2,12,3,one,16_1,180609,2.71,2.50,17.70,53.61,7.39,6.06,0.85,0.13,6.83,6815,5672,1538,99.18
1031,24,Pisani 2,12,3,one,CF26_55_18,130810,3.09,1.93,18.27,55.62,7.80,4.76,0.78,0.17,5.91,4533,,,98.79
1032,24,Pisani 2,12,3,one,CF26_57_19,130810,3.18,1.09,18.37,58.46,8.65,3.16,0.50,0.04,4.68,2337,,,98.36
1033,24,Pisani 2,12,3,one,CF26_59_20,130810,3.21,1.81,18.10,56.48,7.93,4.41,0.81,0.11,5.96,2832,,,99.11
1034,24,Pisani 2,12,3,one,CF26_61_21,130810,3.06,1.72,18.04,55.54,7.90,4.47,0.69,0.18,5.71,3566,,,97.65
1035,24,Pisani 2,12,3,one,CF26_63_22,130810,2.60,1.41,15.15,47.42,6.49,3.68,0.60,0.17,4.89,2815,,,82.70
1036,24,Pisani 2,12,3,one,CF26_65_23,130810,3.06,1.90,18.14,55.84,7.77,4.54,0.68,0.18,6.10,3834,,,98.58
1037,24,Pisani 2,12,3,one,CF26_67_24,130810,3.27,1.40,18.35,57.68,8.64,3.59,0.66,0.12,4.95,3156,,,98.97
1038,24,Pisani 2,12,3,one,CF26_69_25,130810,2.59,0.86,17.92,57.23,9.26,2.77,0.44,0.13,3.55,1319,,,94.88
1039,24,Pisani 2,12,3,one,CF26_71_26,130810,3.27,1.69,18.27,56.22,7.71,4.44,0.74,0.15,5.93,4356,,,98.85
1040,24,Pisani 2,12,3,one,CF26_73_27,130810,3.29,1.89,18.23,55.65,7.73,4.81,0.80,0.12,6.09,3910,,,98.98
1041,24,Pisani 2,12,3,one,CF26_75_28,130810,3.12,1.66,18.41,56.47,8.17,4.35,0.77,0.12,5.43,3897,,,98.89
1042,24,Pisani 2,12,3,one,CF26_77_29,130810,3.38,1.43,18.50,57.72,8.56,3.56,0.62,0.07,5.24,2971,,,99.39
1043,24,Pisani 2,12,3,one,CF26_79_30,130810,3.17,1.65,18.35,56.49,8.04,4.06,0.70,0.17,5.68,3631,,,98.66
1044,24,Pisani 2,12,3,one,CF26_81_1,130810,3.35,1.57,18.31,57.06,8.17,3.99,0.70,0.20,5.51,2918,,,99.16
1045,24,Pisani 2,12,3,one,CF26_87_4,130810,3.14,1.62,18.10,56.85,8.13,4.03,0.69,0.15,5.73,3344,,,98.78
1046,23,Pisani 1,13,3,one,25b_9,190609,3.43,1.89,18.19,54.98,7.32,4.85,0.69,0.13,6.21,5543,5720,354,98.85
1047,23,Pisani 1,13,3,one,25b_8,190609,3.31,1.83,18.09,55.26,7.68,4.78,0.66,0.17,5.73,5194,6393,2064,98.87
1048,23,Pisani 1,13,3,one,25b_7,190609,3.23,1.77,18.08,55.84,7.69,4.83,0.66,0.10,6.09,5289,6036,1616,99.57
1049,23,Pisani 1,13,3,one,25b_6,190609,3.55,1.59,18.14,56.03,8.03,4.34,0.65,0.15,5.83,3786,5924,842,99.35
1050,23,Pisani 1,13,3,one,25b_5,190609,3.43,1.66,18.15,54.97,7.81,4.62,0.65,0.09,5.54,4398,6044,1312,98.08
1051,23,Pisani 1,13,3,one,25b_3,190609,3.68,1.73,18.03,54.15,7.23,4.63,0.73,0.17,6.36,4797,6046,384,97.83
1052,23,Pisani 1,13,3,one,25b_1,190609,3.32,1.85,17.96,55.00,6.98,5.14,0.67,0.18,6.17,5088,6286,391,98.46
1053,23,Pisani 1,13,3,one,25a_18,190609,2.86,1.89,16.93,51.02,6.65,4.95,0.69,0.18,5.85,5075,6674,584,92.25
1054,23,Pisani 1,13,3,one,25a_17,190609,3.16,1.90,17.73,53.18,7.55,4.97,0.70,0.17,5.97,4863,5558,308,96.39
1055,23,Pisani 1,13,3,one,25a_16,190609,3.02,2.09,18.09,54.35,6.96,5.30,0.78,0.20,6.20,5401,5026,1021,98.12
1056,23,Pisani 1,13,3,one,25a_15,190609,2.79,1.82,17.93,55.23,7.71,5.01,0.63,0.13,6.25,4388,5780,708,98.59
1057,23,Pisani 1,13,3,one,25a_14,190609,2.79,2.24,17.90,53.73,6.99,5.56,0.78,0.12,6.75,5920,4937,938,98.04
1058,23,Pisani 1,13,3,one,25a_13,190609,3.25,2.07,18.28,54.71,7.48,5.33,0.64,0.13,6.63,5841,5061,487,99.66
1059,23,Pisani 1,13,3,one,25a_12,190609,3.10,2.29,18.01,53.72,7.12,5.50,0.72,0.15,7.11,6068,4775,1896,98.99
1060,23,Pisani 1,13,3,one,25a_11,190609,3.17,2.13,17.84,53.48,7.12,5.27,0.73,0.14,6.69,5695,5655,707,97.77
1061,23,Pisani 1,13,3,one,25a_10,190609,3.00,2.20,17.94,53.85,6.98,5.75,0.81,0.14,6.75,5818,5478,0,98.55
1062,23,Pisani 1,13,3,one,25a_9,190609,2.98,1.98,17.92,54.36,7.21,5.38,0.69,0.15,6.75,5265,5242,0,98.47
1063,23,Pisani 1,13,3,one,25a_8,190609,3.02,2.09,18.03,54.64,7.49,5.28,0.72,0.11,6.55,5066,5018,1174,99.07
1064,23,Pisani 1,13,3,one,25a_7,190609,3.10,1.88,17.97,54.69,7.73,5.04,0.65,0.16,5.91,4349,5217,705,98.16
1065,23,Pisani 1,13,3,one,25a_6,190609,3.07,1.84,18.23,55.08,7.48,5.11,0.68,0.18,6.26,4758,5534,987,99.06
